match_id,start_time,win,hero_id,account_id,leaguename,kills,deaths,assists,gold,last_hits,denies,gold_per_min,xp_per_min,gold_spent,hero_damage,tower_damage,hero_healing,level,stuns,obs_placed,sen_placed,creeps_stacked,camps_stacked,rune_pickups,lane,lane_role,is_roaming,firstblood_claimed,teamfight_participation,towers_killed,roshans_killed
4143913364,1538248117,false,6,89269794,World Electronic Sports Games 2018-2019,2,7,9,453,224,13,472,487,12715,13713,1536,0,19,0,0,0,0,0,2,1,1,,0,0.611111,1,0
4143913364,1538248117,true,7,145065875,World Electronic Sports Games 2018-2019,4,4,14,3,32,2,258,368,7110,9012,0,0,16,55.8119,1,6,1,1,6,1,3,,1,0.5625,0,0
4143913364,1538248117,true,112,93473848,World Electronic Sports Games 2018-2019,1,8,18,1799,15,1,275,337,6700,7516,33,1496,15,29.6903,13,14,0,0,4,3,1,true,0,0.59375,0,0
4143913364,1538248117,true,1,175463659,World Electronic Sports Games 2018-2019,17,0,6,3381,398,13,837,921,25630,22437,6485,0,25,7.25352,0,0,0,0,10,2,2,,0,0.71875,7,1
4143913364,1538248117,true,36,132739889,World Electronic Sports Games 2018-2019,5,2,19,2460,181,12,462,559,13210,11281,1314,1544,20,17.5817,0,0,2,1,3,1,3,,0,0.75,1,0
4143913364,1538248117,true,9,113331514,World Electronic Sports Games 2018-2019,4,4,15,1342,189,16,437,577,12945,10725,406,0,21,22.5143,0,0,0,0,0,3,1,,0,0.5625,0,0
4143984224,1538251516,false,45,132739889,World Electronic Sports Games 2018-2019,6,7,12,4,350,8,531,567,25900,44216,6126,0,25,29.0063,0,0,0,0,6,1,1,,0,0.580645,4,0
4143984224,1538251516,false,85,93473848,World Electronic Sports Games 2018-2019,5,13,18,1611,21,1,249,290,11045,7943,48,1400,19,0,23,48,9,3,5,2,2,,0,0.741935,0,0
4143984224,1538251516,false,46,175463659,World Electronic Sports Games 2018-2019,9,5,11,8278,498,11,714,632,30715,45178,1765,0,25,0,0,0,17,4,7,2,2,,0,0.645161,3,0
4143984224,1538251516,false,42,113331514,World Electronic Sports Games 2018-2019,5,6,12,4831,318,17,460,462,17915,28745,1300,283,24,72.9637,0,0,0,0,4,3,3,,0,0.548387,0,1
4143984224,1538251516,false,107,145065875,World Electronic Sports Games 2018-2019,5,4,13,4,48,3,274,327,11385,17928,75,753,20,60.718,2,5,3,1,9,3,3,,0,0.580645,1,0
4143984224,1538251516,true,112,93552791,World Electronic Sports Games 2018-2019,3,10,14,5,82,2,337,444,15475,8619,0,5868,23,58.0131,21,10,6,2,5,3,1,,0,0.485714,0,0
